Country,Year,Month,MonthStart,Region,DealerID,DealerName,DealerRating,MembershipTier,Channel,ProductCategory,UnitsSold,UnitPrice,GrossSales,DiscountRate,DiscountAmount,NetSales
United Kingdom,2022,11,2022-11-01,East Midlands,D1029,East Dealer 4,4,Standard,Online,Home & Garden,74,79.23,5863.02,0.0602,352.72,5510.3
United Kingdom,2022,11,2022-11-01,East Midlands,D1029,East Dealer 4,4,Standard,Retail,Clothing,105,30.8,3234.0,0.0251,81.08,3152.92
United Kingdom,2022,11,2022-11-01,East Midlands,D1029,East Dealer 4,4,Standard,Online,Sports,73,56.99,4160.27,0.0399,165.9,3994.37
United Kingdom,2022,11,2022-11-01,East Midlands,D1029,East Dealer 4,4,Standard,Retail,Grocery,318,8.37,2661.66,0.0212,56.3,2605.36
United Kingdom,2022,11,2022-11-01,East Midlands,D1030,East Dealer 5,4,Silver,Online,Electronics,39,233.43,9103.77,0.0473,430.86,8672.91
United Kingdom,2022,11,2022-11-01,East Midlands,D1030,East Dealer 5,4,Silver,Online,Home & Garden,56,77.77,4355.12,0.06,261.32,4093.8
United Kingdom,2022,11,2022-11-01,East Midlands,D1030,East Dealer 5,4,Silver,Wholesale,Clothing,53,29.53,1565.09,0.0605,94.64,1470.45
United Kingdom,2022,11,2022-11-01,East Midlands,D1030,East Dealer 5,4,Silver,Online,Grocery,328,7.71,2528.88,0.0523,132.37,2396.51
United Kingdom,2022,11,2022-11-01,East Midlands,D1030,East Dealer 5,4,Silver,Wholesale,Beauty,157,18.88,2964.16,0.0617,182.75,2781.41
United Kingdom,2022,11,2022-11-01,North West,D1031,North Dealer 1,3,Gold,Online,Electronics,28,235.44,6592.32,0.0816,537.66,6054.66
United Kingdom,2022,11,2022-11-01,North West,D1031,North Dealer 1,3,Gold,Retail,Sports,43,58.77,2527.11,0.0667,168.44,2358.67
United Kingdom,2022,11,2022-11-01,North West,D1031,North Dealer 1,3,Gold,Online,Grocery,407,7.98,3247.86,0.0855,277.82,2970.04
United Kingdom,2022,11,2022-11-01,North West,D1032,North Dealer 2,3,Standard,Online,Electronics,34,248.39,8445.26,0.0004,3.21,8442.05
United Kingdom,2022,11,2022-11-01,North West,D1032,North Dealer 2,3,Standard,Retail,Home & Garden,51,76.49,3900.99,0.0443,172.92,3728.07
United Kingdom,2022,11,2022-11-01,North West,D1032,North Dealer 2,3,Standard,Online,Clothing,93,28.92,2689.56,0.022,59.17,2630.39
United Kingdom,2022,11,2022-11-01,North West,D1033,North Dealer 3,2,Gold,Retail,Electronics,35,242.4,8484.0,0.0921,781.24,7702.76
United Kingdom,2022,11,2022-11-01,North West,D1033,North Dealer 3,2,Gold,Online,Home & Garden,37,70.0,2590.0,0.1449,375.37,2214.63
United Kingdom,2022,11,2022-11-01,North West,D1033,North Dealer 3,2,Gold,Retail,Clothing,79,29.98,2368.42,0.0513,121.5,2246.92
United Kingdom,2022,11,2022-11-01,North West,D1033,North Dealer 3,2,Gold,Retail,Sports,55,56.43,3103.65,0.0581,180.38,2923.27
United Kingdom,2022,11,2022-11-01,North West,D1033,North Dealer 3,2,Gold,Online,Grocery,388,7.73,2999.24,0.0996,298.63,2700.61
United Kingdom,2022,11,2022-11-01,North West,D1033,North Dealer 3,2,Gold,Retail,Beauty,147,18.21,2676.87,0.0793,212.2,2464.67
United Kingdom,2022,11,2022-11-01,North West,D1034,North Dealer 4,4,Standard,Retail,Home & Garden,41,70.2,2878.2,0.0339,97.57,2780.63
United Kingdom,2022,11,2022-11-01,North West,D1034,North Dealer 4,4,Standard,Retail,Clothing,67,31.79,2129.93,0.0332,70.7,2059.23
United Kingdom,2022,11,2022-11-01,North West,D1034,North Dealer 4,4,Standard,Online,Sports,60,55.95,3357.0,0.0327,109.76,3247.24
United Kingdom,2022,11,2022-11-01,North West,D1034,North Dealer 4,4,Standard,Online,Beauty,127,17.49,2221.23,0.0217,48.25,2172.98
United Kingdom,2022,11,2022-11-01,North West,D1035,North Dealer 5,5,Standard,Retail,Electronics,54,238.19,12862.26,0.0317,407.33,12454.93
United Kingdom,2022,11,2022-11-01,North West,D1035,North Dealer 5,5,Standard,Wholesale,Clothing,81,28.56,2313.36,0.0279,64.55,2248.81
United Kingdom,2022,11,2022-11-01,North West,D1035,North Dealer 5,5,Standard,Online,Sports,65,53.48,3476.2,0.0324,112.62,3363.58
United Kingdom,2022,11,2022-11-01,North East,D1036,North Dealer 1,3,Silver,Online,Electronics,40,239.22,9568.8,0.0392,374.98,9193.82
United Kingdom,2022,11,2022-11-01,North East,D1036,North Dealer 1,3,Silver,Online,Clothing,104,30.53,3175.12,0.0526,167.02,3008.1
United Kingdom,2022,11,2022-11-01,North East,D1037,North Dealer 2,3,Gold,Online,Electronics,43,243.06,10451.58,0.0723,756.03,9695.55
United Kingdom,2022,11,2022-11-01,North East,D1037,North Dealer 2,3,Gold,Retail,Home & Garden,55,82.61,4543.55,0.0653,296.88,4246.67
United Kingdom,2022,11,2022-11-01,North East,D1037,North Dealer 2,3,Gold,Retail,Clothing,87,31.23,2717.01,0.0903,245.24,2471.77
United Kingdom,2022,11,2022-11-01,North East,D1037,North Dealer 2,3,Gold,Wholesale,Grocery,285,7.52,2143.2,0.0677,145.16,1998.04
United Kingdom,2022,11,2022-11-01,North East,D1037,North Dealer 2,3,Gold,Retail,Beauty,115,19.19,2206.85,0.0886,195.47,2011.38
United Kingdom,2022,11,2022-11-01,North East,D1038,North Dealer 3,4,Silver,Online,Electronics,41,264.66,10851.06,0.0432,468.46,10382.6
United Kingdom,2022,11,2022-11-01,North East,D1038,North Dealer 3,4,Silver,Online,Home & Garden,37,71.05,2628.85,0.0534,140.3,2488.55
United Kingdom,2022,11,2022-11-01,North East,D1038,North Dealer 3,4,Silver,Wholesale,Sports,56,48.64,2723.84,0.0571,155.54,2568.3
United Kingdom,2022,11,2022-11-01,North East,D1038,North Dealer 3,4,Silver,Online,Beauty,137,19.09,2615.33,0.055,143.82,2471.51
United Kingdom,2022,11,2022-11-01,North East,D1039,North Dealer 4,5,Gold,Retail,Electronics,30,261.23,7836.9,0.0899,704.31,7132.59
United Kingdom,2022,11,2022-11-01,North East,D1039,North Dealer 4,5,Gold,Retail,Sports,71,55.73,3956.83,0.15,593.46,3363.37
United Kingdom,2022,11,2022-11-01,North East,D1039,North Dealer 4,5,Gold,Retail,Grocery,475,8.12,3857.0,0.0821,316.76,3540.24
United Kingdom,2022,11,2022-11-01,North East,D1040,North Dealer 5,4,Silver,Online,Electronics,38,252.23,9584.74,0.0557,533.72,9051.02
United Kingdom,2022,11,2022-11-01,North East,D1040,North Dealer 5,4,Silver,Retail,Clothing,96,32.51,3120.96,0.0539,168.28,2952.68
United Kingdom,2022,11,2022-11-01,North East,D1040,North Dealer 5,4,Silver,Online,Sports,68,53.5,3638.0,0.0531,193.29,3444.71
United Kingdom,2022,11,2022-11-01,North East,D1040,North Dealer 5,4,Silver,Online,Grocery,568,7.81,4436.08,0.0568,252.19,4183.89
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Online,Electronics,31,224.98,6974.38,0.0825,575.18,6399.2
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Online,Home & Garden,65,70.49,4581.85,0.0553,253.3,4328.55
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Retail,Clothing,79,30.91,2441.89,0.0545,133.01,2308.88
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Online,Sports,100,54.07,5407.0,0.0431,232.99,5174.01
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1041,Yorkshire Dealer 1,3,Silver,Online,Beauty,116,19.28,2236.48,0.0376,84.01,2152.47
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Retail,Electronics,29,234.47,6799.63,0.0338,230.1,6569.53
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Online,Home & Garden,93,70.13,6522.09,0.03,195.57,6326.52
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Retail,Clothing,74,32.19,2382.06,0.0176,41.91,2340.15
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Online,Sports,61,57.73,3521.53,0.0241,84.88,3436.65
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Online,Grocery,341,7.47,2547.27,0.0303,77.07,2470.2
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1042,Yorkshire Dealer 2,4,Standard,Wholesale,Beauty,97,17.52,1699.44,0.0169,28.8,1670.64
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1043,Yorkshire Dealer 3,2,Standard,Online,Home & Garden,47,65.83,3094.01,0.0107,33.14,3060.87
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1043,Yorkshire Dealer 3,2,Standard,Retail,Grocery,482,7.81,3764.42,0.0243,91.58,3672.84
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1044,Yorkshire Dealer 4,4,Silver,Online,Electronics,25,246.01,6150.25,0.0557,342.42,5807.83
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1044,Yorkshire Dealer 4,4,Silver,Retail,Home & Garden,51,76.77,3915.27,0.0447,175.1,3740.17
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1044,Yorkshire Dealer 4,4,Silver,Online,Sports,71,57.27,4066.17,0.1189,483.51,3582.66
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1044,Yorkshire Dealer 4,4,Silver,Retail,Grocery,357,8.5,3034.5,0.0516,156.62,2877.88
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Wholesale,Electronics,30,241.56,7246.8,0.0648,469.43,6777.37
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Retail,Clothing,80,30.15,2412.0,0.0693,167.25,2244.75
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Wholesale,Sports,98,52.99,5193.02,0.0745,386.67,4806.35
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Retail,Grocery,529,7.36,3893.44,0.0836,325.51,3567.93
United Kingdom,2022,11,2022-11-01,Yorkshire and the Humber,D1045,Yorkshire Dealer 5,3,Gold,Retail,Beauty,155,20.9,3239.5,0.0755,244.73,2994.77
United Kingdom,2022,11,2022-11-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Online,Home & Garden,41,70.59,2894.19,0.0834,241.31,2652.88
United Kingdom,2022,11,2022-11-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Retail,Clothing,56,31.11,1742.16,0.0734,127.85,1614.31
United Kingdom,2022,11,2022-11-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Retail,Sports,80,62.11,4968.8,0.0689,342.23,4626.57
United Kingdom,2022,11,2022-11-01,Scotland,D1046,Scotland Dealer 1,2,Gold,Online,Grocery,457,7.32,3345.24,0.0837,279.85,3065.39
United Kingdom,2022,11,2022-11-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Online,Electronics,22,261.44,5751.68,0.0115,66.19,5685.49
United Kingdom,2022,11,2022-11-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Online,Home & Garden,71,68.71,4878.41,0.0264,128.8,4749.61
United Kingdom,2022,11,2022-11-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Retail,Clothing,82,33.13,2716.66,0.017,46.28,2670.38
United Kingdom,2022,11,2022-11-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Retail,Sports,63,52.46,3304.98,0.0344,113.76,3191.22
United Kingdom,2022,11,2022-11-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Online,Grocery,454,8.72,3958.88,0.0232,91.98,3866.9
United Kingdom,2022,11,2022-11-01,Scotland,D1047,Scotland Dealer 2,3,Standard,Retail,Beauty,105,19.56,2053.8,0.022,45.12,2008.68
United Kingdom,2022,11,2022-11-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Online,Home & Garden,75,65.23,4892.25,0.0842,411.92,4480.33
United Kingdom,2022,11,2022-11-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Online,Sports,90,56.81,5112.9,0.0289,147.83,4965.07
United Kingdom,2022,11,2022-11-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Online,Grocery,436,7.74,3374.64,0.0149,50.37,3324.27
United Kingdom,2022,11,2022-11-01,Scotland,D1048,Scotland Dealer 3,3,Standard,Online,Beauty,130,17.62,2290.6,0.0232,53.18,2237.42
United Kingdom,2022,11,2022-11-01,Scotland,D1049,Scotland Dealer 4,4,Gold,Online,Home & Garden,33,73.66,2430.78,0.0754,183.33,2247.45
United Kingdom,2022,11,2022-11-01,Scotland,D1049,Scotland Dealer 4,4,Gold,Retail,Sports,88,56.78,4996.64,0.0898,448.76,4547.88
United Kingdom,2022,11,2022-11-01,Scotland,D1049,Scotland Dealer 4,4,Gold,Retail,Beauty,143,20.76,2968.68,0.0841,249.61,2719.07
United Kingdom,2022,11,2022-11-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Home & Garden,80,67.11,5368.8,0.0987,530.01,4838.79
United Kingdom,2022,11,2022-11-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Online,Clothing,72,31.88,2295.36,0.0868,199.16,2096.2
United Kingdom,2022,11,2022-11-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Sports,108,51.32,5542.56,0.0962,533.41,5009.15
United Kingdom,2022,11,2022-11-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Grocery,484,7.87,3809.08,0.0892,339.89,3469.19
United Kingdom,2022,11,2022-11-01,Scotland,D1050,Scotland Dealer 5,5,Gold,Retail,Beauty,158,20.12,3178.96,0.0897,285.2,2893.76
United Kingdom,2022,11,2022-11-01,Wales,D1051,Wales Dealer 1,5,Gold,Online,Clothing,103,31.72,3267.16,0.0833,272.15,2995.01
United Kingdom,2022,11,2022-11-01,Wales,D1051,Wales Dealer 1,5,Gold,Retail,Grocery,544,7.58,4123.52,0.0861,355.23,3768.29
United Kingdom,2022,11,2022-11-01,Wales,D1051,Wales Dealer 1,5,Gold,Online,Beauty,210,19.05,4000.5,0.0908,363.13,3637.37
United Kingdom,2022,11,2022-11-01,Wales,D1052,Wales Dealer 2,4,Gold,Online,Electronics,38,247.58,9408.04,0.0855,804.04,8604.0
United Kingdom,2022,11,2022-11-01,Wales,D1052,Wales Dealer 2,4,Gold,Wholesale,Home & Garden,82,68.64,5628.48,0.1416,796.98,4831.5
United Kingdom,2022,11,2022-11-01,Wales,D1052,Wales Dealer 2,4,Gold,Retail,Sports,60,54.81,3288.6,0.0797,262.23,3026.37
United Kingdom,2022,11,2022-11-01,Wales,D1052,Wales Dealer 2,4,Gold,Online,Grocery,482,7.5,3615.0,0.0741,267.98,3347.02
United Kingdom,2022,11,2022-11-01,Wales,D1052,Wales Dealer 2,4,Gold,Wholesale,Beauty,111,17.3,1920.3,0.0787,151.11,1769.19
United Kingdom,2022,11,2022-11-01,Wales,D1053,Wales Dealer 3,3,Standard,Wholesale,Home & Garden,36,68.6,2469.6,0.0209,51.68,2417.92
United Kingdom,2022,11,2022-11-01,Wales,D1053,Wales Dealer 3,3,Standard,Retail,Clothing,85,32.29,2744.65,0.0151,41.51,2703.14
United Kingdom,2022,11,2022-11-01,Wales,D1053,Wales Dealer 3,3,Standard,Retail,Sports,82,56.4,4624.8,0.0277,128.09,4496.71
United Kingdom,2022,11,2022-11-01,Wales,D1053,Wales Dealer 3,3,Standard,Wholesale,Grocery,352,7.83,2756.16,0.0401,110.48,2645.68
United Kingdom,2022,11,2022-11-01,Wales,D1054,Wales Dealer 4,3,Standard,Retail,Electronics,26,260.43,6771.18,0.0199,135.0,6636.18
United Kingdom,2022,11,2022-11-01,Wales,D1054,Wales Dealer 4,3,Standard,Online,Clothing,70,34.56,2419.2,0.0211,50.96,2368.24
United Kingdom,2022,11,2022-11-01,Wales,D1054,Wales Dealer 4,3,Standard,Retail,Sports,91,55.28,5030.48,0.0073,36.72,4993.76
United Kingdom,2022,11,2022-11-01,Wales,D1054,Wales Dealer 4,3,Standard,Retail,Grocery,512,8.43,4316.16,0.0783,337.78,3978.38
United Kingdom,2022,11,2022-11-01,Wales,D1054,Wales Dealer 4,3,Standard,Retail,Beauty,110,20.07,2207.7,0.0414,91.36,2116.34
United Kingdom,2022,11,2022-11-01,Wales,D1055,Wales Dealer 5,1,Gold,Online,Electronics,37,239.73,8870.01,0.0684,606.85,8263.16
United Kingdom,2022,11,2022-11-01,Wales,D1055,Wales Dealer 5,1,Gold,Wholesale,Clothing,60,28.39,1703.4,0.0617,105.16,1598.24
United Kingdom,2022,11,2022-11-01,Wales,D1055,Wales Dealer 5,1,Gold,Retail,Sports,67,65.39,4381.13,0.06,262.8,4118.33
United Kingdom,2022,11,2022-11-01,Wales,D1055,Wales Dealer 5,1,Gold,Wholesale,Grocery,280,7.15,2002.0,0.0817,163.47,1838.53
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1056,Northern Dealer 1,4,Standard,Wholesale,Electronics,43,226.74,9749.82,0.0093,90.41,9659.41
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1056,Northern Dealer 1,4,Standard,Online,Home & Garden,63,77.51,4883.13,0.0322,157.27,4725.86
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1056,Northern Dealer 1,4,Standard,Retail,Clothing,64,31.16,1994.24,0.015,29.84,1964.4
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1056,Northern Dealer 1,4,Standard,Wholesale,Sports,91,48.38,4402.58,0.0119,52.42,4350.16
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1057,Northern Dealer 2,4,Standard,Retail,Electronics,36,240.02,8640.72,0.029,250.71,8390.01
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1057,Northern Dealer 2,4,Standard,Online,Home & Garden,58,75.14,4358.12,0.0234,101.86,4256.26
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1057,Northern Dealer 2,4,Standard,Retail,Clothing,63,31.85,2006.55,0.0252,50.59,1955.96
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1057,Northern Dealer 2,4,Standard,Retail,Grocery,400,8.29,3316.0,0.0473,156.74,3159.26
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1058,Northern Dealer 3,3,Standard,Retail,Grocery,354,8.21,2906.34,0.0353,102.59,2803.75
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1058,Northern Dealer 3,3,Standard,Online,Beauty,98,19.47,1908.06,0.0264,50.45,1857.61
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1059,Northern Dealer 4,3,Silver,Online,Electronics,26,254.38,6613.88,0.0486,321.36,6292.52
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1059,Northern Dealer 4,3,Silver,Wholesale,Home & Garden,63,68.68,4326.84,0.0503,217.62,4109.22
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1059,Northern Dealer 4,3,Silver,Wholesale,Clothing,91,26.9,2447.9,0.0418,102.42,2345.48
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1059,Northern Dealer 4,3,Silver,Retail,Sports,56,57.25,3206.0,0.052,166.79,3039.21
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1059,Northern Dealer 4,3,Silver,Retail,Grocery,326,8.55,2787.3,0.0456,127.15,2660.15
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1059,Northern Dealer 4,3,Silver,Retail,Beauty,147,20.3,2984.1,0.0503,149.99,2834.11
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1060,Northern Dealer 5,5,Platinum,Retail,Electronics,34,248.99,8465.66,0.1134,960.02,7505.64
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1060,Northern Dealer 5,5,Platinum,Retail,Home & Garden,50,78.41,3920.5,0.1285,503.82,3416.68
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1060,Northern Dealer 5,5,Platinum,Retail,Clothing,92,32.79,3016.68,0.1188,358.36,2658.32
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1060,Northern Dealer 5,5,Platinum,Online,Sports,67,55.71,3732.57,0.1261,470.79,3261.78
United Kingdom,2022,11,2022-11-01,Northern Ireland,D1060,Northern Dealer 5,5,Platinum,Retail,Grocery,571,8.83,5041.93,0.1246,628.44,4413.49
United Kingdom,2022,12,2022-12-01,London,D1001,London Dealer 1,3,Standard,Online,Electronics,51,251.38,12820.38,0.0287,367.43,12452.95
United Kingdom,2022,12,2022-12-01,London,D1001,London Dealer 1,3,Standard,Online,Home & Garden,53,71.52,3790.56,0.0763,289.05,3501.51
United Kingdom,2022,12,2022-12-01,London,D1001,London Dealer 1,3,Standard,Online,Sports,59,52.4,3091.6,0.0221,68.25,3023.35
United Kingdom,2022,12,2022-12-01,London,D1001,London Dealer 1,3,Standard,Retail,Grocery,473,7.62,3604.26,0.0221,79.66,3524.6
United Kingdom,2022,12,2022-12-01,London,D1001,London Dealer 1,3,Standard,Online,Beauty,185,20.07,3712.95,0.028,103.82,3609.13
United Kingdom,2022,12,2022-12-01,London,D1002,London Dealer 2,4,Standard,Online,Electronics,33,261.67,8635.11,0.0301,259.79,8375.32
United Kingdom,2022,12,2022-12-01,London,D1002,London Dealer 2,4,Standard,Wholesale,Home & Garden,48,68.81,3302.88,0.0265,87.61,3215.27
United Kingdom,2022,12,2022-12-01,London,D1002,London Dealer 2,4,Standard,Retail,Clothing,85,32.18,2735.3,0.0,0.0,2735.3
United Kingdom,2022,12,2022-12-01,London,D1003,London Dealer 3,4,Standard,Retail,Electronics,25,255.41,6385.25,0.0167,106.31,6278.94
United Kingdom,2022,12,2022-12-01,London,D1003,London Dealer 3,4,Standard,Retail,Home & Garden,84,77.14,6479.76,0.0942,610.1,5869.66
United Kingdom,2022,12,2022-12-01,London,D1003,London Dealer 3,4,Standard,Retail,Clothing,75,31.96,2397.0,0.0234,56.04,2340.96
United Kingdom,2022,12,2022-12-01,London,D1003,London Dealer 3,4,Standard,Retail,Sports,66,54.72,3611.52,0.0415,150.05,3461.47
United Kingdom,2022,12,2022-12-01,London,D1003,London Dealer 3,4,Standard,Online,Beauty,175,18.17,3179.75,0.0344,109.33,3070.42
United Kingdom,2022,12,2022-12-01,London,D1004,London Dealer 4,4,Silver,Online,Electronics,44,251.64,11072.16,0.0601,665.26,10406.9
United Kingdom,2022,12,2022-12-01,London,D1004,London Dealer 4,4,Silver,Online,Home & Garden,68,70.91,4821.88,0.071,342.34,4479.54
United Kingdom,2022,12,2022-12-01,London,D1004,London Dealer 4,4,Silver,Online,Clothing,99,30.46,3015.54,0.0694,209.32,2806.22
United Kingdom,2022,12,2022-12-01,London,D1004,London Dealer 4,4,Silver,Retail,Sports,88,62.42,5492.96,0.0549,301.46,5191.5
United Kingdom,2022,12,2022-12-01,London,D1004,London Dealer 4,4,Silver,Retail,Grocery,536,8.12,4352.32,0.0619,269.6,4082.72
United Kingdom,2022,12,2022-12-01,London,D1005,London Dealer 5,3,Standard,Wholesale,Sports,69,53.24,3673.56,0.0049,18.12,3655.44
United Kingdom,2022,12,2022-12-01,London,D1005,London Dealer 5,3,Standard,Retail,Grocery,517,8.04,4156.68,0.0173,71.99,4084.69
United Kingdom,2022,12,2022-12-01,London,D1005,London Dealer 5,3,Standard,Retail,Beauty,134,19.92,2669.28,0.0236,63.06,2606.22
United Kingdom,2022,12,2022-12-01,South East,D1006,South Dealer 1,3,Standard,Online,Electronics,19,252.4,4795.6,0.016,76.72,4718.88
United Kingdom,2022,12,2022-12-01,South East,D1006,South Dealer 1,3,Standard,Retail,Home & Garden,72,71.01,5112.72,0.0256,130.74,4981.98
United Kingdom,2022,12,2022-12-01,South East,D1006,South Dealer 1,3,Standard,Wholesale,Clothing,90,29.55,2659.5,0.002,5.2,2654.3
United Kingdom,2022,12,2022-12-01,South East,D1006,South Dealer 1,3,Standard,Online,Sports,79,61.55,4862.45,0.0327,158.85,4703.6
United Kingdom,2022,12,2022-12-01,South East,D1006,South Dealer 1,3,Standard,Wholesale,Grocery,504,7.52,3790.08,0.0077,29.1,3760.98
United Kingdom,2022,12,2022-12-01,South East,D1007,South Dealer 2,2,Standard,Retail,Home & Garden,42,76.94,3231.48,0.0196,63.25,3168.23
United Kingdom,2022,12,2022-12-01,South East,D1007,South Dealer 2,2,Standard,Retail,Sports,56,53.17,2977.52,0.02,59.44,2918.08
United Kingdom,2022,12,2022-12-01,South East,D1007,South Dealer 2,2,Standard,Online,Grocery,466,7.98,3718.68,0.0182,67.52,3651.16
United Kingdom,2022,12,2022-12-01,South East,D1008,South Dealer 3,4,Standard,Retail,Home & Garden,45,71.8,3231.0,0.0199,64.19,3166.81
United Kingdom,2022,12,2022-12-01,South East,D1008,South Dealer 3,4,Standard,Wholesale,Clothing,85,28.22,2398.7,0.0218,52.23,2346.47
United Kingdom,2022,12,2022-12-01,South East,D1008,South Dealer 3,4,Standard,Retail,Sports,79,57.87,4571.73,0.0978,447.32,4124.41
United Kingdom,2022,12,2022-12-01,South East,D1008,South Dealer 3,4,Standard,Online,Grocery,414,8.04,3328.56,0.0166,55.15,3273.41
United Kingdom,2022,12,2022-12-01,South East,D1008,South Dealer 3,4,Standard,Online,Beauty,175,18.34,3209.5,0.0229,73.39,3136.11
United Kingdom,2022,12,2022-12-01,South East,D1009,South Dealer 4,3,Silver,Retail,Electronics,21,248.5,5218.5,0.0507,264.57,4953.93
United Kingdom,2022,12,2022-12-01,South East,D1009,South Dealer 4,3,Silver,Online,Home & Garden,65,79.19,5147.35,0.109,560.9,4586.45
United Kingdom,2022,12,2022-12-01,South East,D1009,South Dealer 4,3,Silver,Wholesale,Clothing,91,30.32,2759.12,0.0883,243.65,2515.47
United Kingdom,2022,12,2022-12-01,South East,D1009,South Dealer 4,3,Silver,Retail,Beauty,106,17.44,1848.64,0.0627,115.99,1732.65
United Kingdom,2022,12,2022-12-01,South East,D1010,South Dealer 5,3,Standard,Retail,Electronics,47,249.19,11711.93,0.0046,53.61,11658.32
United Kingdom,2022,12,2022-12-01,South East,D1010,South Dealer 5,3,Standard,Wholesale,Clothing,55,29.4,1617.0,0.0118,19.07,1597.93
United Kingdom,2022,12,2022-12-01,South East,D1010,South Dealer 5,3,Standard,Wholesale,Sports,47,48.06,2258.82,0.0375,84.62,2174.2
United Kingdom,2022,12,2022-12-01,South East,D1010,South Dealer 5,3,Standard,Online,Grocery,310,7.17,2222.7,0.032,71.04,2151.66
United Kingdom,2022,12,2022-12-01,South East,D1010,South Dealer 5,3,Standard,Online,Beauty,111,21.03,2334.33,0.0209,48.85,2285.48
United Kingdom,2022,12,2022-12-01,South West,D1011,South Dealer 1,3,Silver,Online,Home & Garden,48,67.72,3250.56,0.0401,130.39,3120.17
United Kingdom,2022,12,2022-12-01,South West,D1011,South Dealer 1,3,Silver,Retail,Clothing,117,29.57,3459.69,0.0407,140.68,3319.01
United Kingdom,2022,12,2022-12-01,South West,D1011,South Dealer 1,3,Silver,Retail,Sports,50,59.77,2988.5,0.0421,125.68,2862.82
United Kingdom,2022,12,2022-12-01,South West,D1012,South Dealer 2,4,Silver,Retail,Electronics,34,255.52,8687.68,0.0637,553.43,8134.25
